fecha_hora,store_id,tipo,estado,email,estado_envio,fecha_envio
2025-08-08 17:50:26,070601,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,072201,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,073201,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,073401,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,073901,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,074701,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,074901,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,075101,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,075501,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,075901,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,076001,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,076201,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,076901,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,077501,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,077502,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,077801,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,078201,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,078301,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,078501,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,078901,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,080802,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,080901,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,081401,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,081701,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,081801,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,082001,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,083201,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,085501,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,087901,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,088501,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,088801,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,089401,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,089801,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,091401,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,091602,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,092001,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,092301,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,094501,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,095102,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,096501,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,097001,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,097701,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,098101,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,098701,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,098901,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,099801,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100021,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100061,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100171,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100191,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100211,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100281,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100301,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100311,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100381,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100451,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100481,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100511,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100512,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100531,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100551,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100721,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100781,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100782,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100901,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100911,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100921,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,100961,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,101061,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,101161,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,101251,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,101281,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,101361,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,101601,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,101621,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,101631,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,101651,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,101671,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,101731,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,101741,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,101751,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,101761,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,101831,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,101931,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,101941,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,101971,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102051,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102071,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102091,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102111,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102121,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102151,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102361,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102451,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102551,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102571,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102653,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102671,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102791,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102821,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102831,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102842,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102851,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102911,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,102981,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103021,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103071,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103161,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103191,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103231,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103251,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103291,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103361,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103371,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103381,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103451,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103471,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103561,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103581,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103611,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103651,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103761,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103781,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103811,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103821,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103941,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,103991,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,104101,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,104161,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,104181,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,104191,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,104221,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,104271,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,104281,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,104411,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,104461,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,104581,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,104601,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,104631,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,104671,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,104721,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,104751,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,104821,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,104971,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,105041,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,105091,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,105101,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,105131,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,105291,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,105351,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,105461,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,105491,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,105561,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,105681,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,105781,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,105971,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106021,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106071,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106081,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106161,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106171,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106181,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106201,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106241,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106301,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106321,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106331,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106341,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106371,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106471,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106472,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106481,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106741,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106781,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106791,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106841,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106881,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106882,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,106971,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107051,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107101,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107193,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107211,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107251,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107331,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107341,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107342,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107361,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107451,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107461,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107471,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107481,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107541,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107591,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107631,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107651,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107671,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107761,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107771,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107901,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,107991,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108031,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108051,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108091,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108171,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108191,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108211,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108231,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108281,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108331,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108361,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108421,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108441,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108511,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108591,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108761,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108831,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108881,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108931,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108961,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108971,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,108991,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,109141,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,109142,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,109301,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,109341,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,109371,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,109401,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,109431,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,109451,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,109471,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,109511,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,109531,correo,enviado,,enviado,2025-08-08 17:50:26
2025-08-08 17:50:26,109551,correo,enviado,,enviado,2025-08-08 17:50:26
